"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded date","Precuration date","Disease entity assigned date","Precuration Complete date","Curation Provisional date","Curation Approved date","Recuration assigned date","Retired Assignment date","Published date",Classification,Created,"GCI UUID"
ADD3,"Cerebral Palsy",,MONDO:0100516,,2022-07-07,,,2022-08-15,,,,2023-03-02,,"2022-05-11 13:39:53",
ADGRB2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AGAP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AIMP2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AIP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AKT1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AMMECR1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AMPD2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
ANKLE2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
ANO10,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
ANO3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
AP5Z1,"Cerebral Palsy",,MONDO:0019064,,2022-06-20,,,2022-09-19,,,,2023-03-02,,"2022-05-11 13:39:54",
COA8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ARL6IP1,"Cerebral Palsy",,MONDO:0014304,,2022-12-19,,,,2023-02-02,,,,,"2022-05-11 13:39:54",
ARNT2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ARSI,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ASCC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATAD1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATAD3B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATCAY,"Cerebral Palsy",,MONDO:0000437,,2022-07-18,,,2023-02-20,2023-03-02,,,2023-05-23,Definitive,"2022-05-11 13:39:54",f6b02529-894d-4983-b90b-795003ca79f9
ATF4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATN1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATP2B3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATP2B4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATP5F1A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATP8A2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATXN3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATXN7,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
ATXN8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
B3GALNT2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
B4GALNT1,"Cerebral Palsy",,MONDO:0015150,,2023-04-06,,,2023-09-14,2023-06-01,,,2023-09-14,Definitive,"2022-05-11 13:39:54",28d940bd-02d5-46ef-bcf2-5dd4f607fb6a
BEAN1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
BMPER,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
MTRFR,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
MICOS13,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CFAP410,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CACNA1B,"Cerebral Palsy",,MONDO:0100516,,2023-06-01,,,2023-08-21,2023-08-21,,,2023-08-28,Moderate,"2022-05-11 13:39:54",62ef057d-93e9-44ee-aca4-4b9c63a94471
CAMTA2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CCDC88A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CDK5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CDK6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CENPE,"Cerebral Palsy",,,,,,,,,,2023-05-10,,,"2022-05-11 13:39:54",
CEP63,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CHMP1A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CHRNA1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CIT,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CIZ1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:54",
CKAP2L,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
CLIP2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
TPP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COA7,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COASY,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COG2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COL12A1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COL25A1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
COLEC11,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
CPT1C,"Cerebral Palsy",,MONDO:0019064,,2023-02-20,,,2023-03-28,2023-03-20,,,2023-05-23,Limited,"2022-05-11 13:42:15",8e3f4fed-c402-4fb2-a1cc-79c3822358cf
CRLF1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
CTBP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
CTSB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
CYP2U1,"Cerebral Palsy",,MONDO:0019064,,2022-07-07,,,,,,,2023-03-02,,"2022-05-11 13:42:15",
DARS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DCHS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DDHD1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DGKZ,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DGUOK,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DHX32,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DKK1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DLL4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DNAJC3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DNAJC6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
DSTYK,"Cerebral Palsy",,MONDO:0015150,,,,2023-07-06,2023-09-28,2023-09-29,,,2023-09-29,Moderate,"2022-05-11 13:42:15",05705103-8a0b-4d74-a269-82240e4d3ca2
EED,"Cerebral Palsy",,,,2022-08-04,,,,,,2022-10-10,,,"2022-05-11 13:42:15",
EEF2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
ELOVL5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
EMC1,"Cerebral Palsy",,,,2022-08-03,,,,,,,2023-03-02,,"2022-05-11 13:42:15",
EML1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
ENTPD1,"Cerebral Palsy",,MONDO:0015150,,2023-03-02,,,2023-05-26,2023-05-06,,,2023-05-26,Definitive,"2022-05-11 13:42:15",559e45df-e752-4c14-ac48-ae1ed1dd8e0c
EOGT,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
EPB41L4A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
EPHA4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
ERCC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
ERMARD,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
EXOSC8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FAAH,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FADD,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
RETREG1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FBXO31,"Cerebral Palsy",,,,,,,,,,2023-07-13,,,"2022-05-11 13:42:15",
FBXO7,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FGFRL1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FITM2,"Cerebral Palsy",,,,2022-09-19,,,,,,,,,"2022-05-11 13:42:15",
FLRT1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FOXE1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FRAS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
FREM2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
GABRA2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:42:15",
GBA2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GDF6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GEMIN4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GLRX5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GNA11,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GNAL,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GPR101,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GPR35,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GPR88,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GPX4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GRID2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GRIP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
GSX2,"Cerebral Palsy",,MONDO:0010156,,2023-02-20,,,,,,,,,"2022-05-11 15:03:40",
GTF2IRD1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HERC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HESX1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HIC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HNMT,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HPCA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
HPGD,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
IARS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
IDH1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
IKBKG,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
IL6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
INPP4A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
INPP5K,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
ISCA2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
CRPPA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
ITM2B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
JAM3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
JPH3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KARS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KCNC3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KCNJ6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KCNQ5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KCTD17,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KDM7A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KIDINS220,"Cerebral Palsy",,,,2023-11-30,,,,,,,,,"2022-05-11 15:03:40",
KIFBP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KIF1C,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KLC2,"Cerebral Palsy",,,,2023-11-30,,,,,,,,,"2022-05-11 15:03:40",
KLC4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KLF13,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KLHL15,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KNL1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:40",
KY,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:41",
LARP7,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:41",
LETM1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:03:41",
LIMK1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
LMAN2L,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
LRFN2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MAG,"Cerebral Palsy",,MONDO:0015150,,,,,2023-12-07,2023-11-20,,,2024-01-08,Definitive,"2022-05-11 15:05:17",b1629864-865e-4c30-910a-92371a707e7f
MAOB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MARS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MARS2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MBOAT7,"Cerebral Palsy",,,,,,,,,,2023-08-29,,,"2022-05-11 15:05:17",
MDM2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MFSD2A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MICU2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MINPP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MOCS3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MPC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MPDZ,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MR1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MST1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MTTP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
MMUT,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
NAGPA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
NANS,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
NBAS,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
NELFA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:17",
NIN,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NIPA1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NKAIN2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NKX2-1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NOP56,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NSRP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
NT5C2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
OCLN,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
OTUD6B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PALM,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PAX8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PCDH12,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PCLO,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PCYT2,"Cerebral Palsy",,MONDO:0019064,,2023-12-01,,,,,,,,,"2022-05-11 15:05:18",
PDC,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PDE2A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PDGFB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PDGFRB,"Cerebral Palsy",,,,,,,,,,2023-10-18,,,"2022-05-11 15:05:18",
PDYN,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PHC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PHKA1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PLEKHG2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PLK4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PMPCA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
PNPLA8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:05:18",
POMK,"Cerebral Palsy",,,,,,,,,,2023-10-18,,,"2022-05-11 15:05:18",
PON1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PON2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PPARGC1A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PPP1R15B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PPP2R2B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PRKCG,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PRKRA,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PLPBP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PTPN23,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
PUS3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
QARS1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
QKI,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RAB12,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RAB3GAP2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RAX,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RBPJ,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
REEP2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RFC2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RHOB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RNF113A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RNF125,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RTN2,"Cerebral Palsy",,MONDO:0019064,,2023-07-06,,,,2023-08-21,,,,,"2022-05-11 15:08:50",
RTN4IP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
RTTN,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SASS6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SCYL1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SEMA5A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SEPSECS,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SF3B4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SH2D1A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SIX6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC18A2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC2A3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC30A10,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC39A14,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC7A2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:50",
SLC9A1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SLCO2A1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SMO,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SMOC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SNCAIP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SNX14,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SOX6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
SPART,"Cerebral Palsy",,,,2022-11-28,,,2022-12-19,,,,,,"2022-05-11 15:08:51",
SPATA5L1,"Cerebral Palsy",,MONDO:0000001,,2023-10-05,,,,,,,,,"2022-05-11 15:08:51",
SPG21,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
STAMBP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
STAT1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
STAT2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 15:08:51",
STN1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
STS,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
STUB1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
STX16,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
SUZ12,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TAF13,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TBC1D20,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TBL2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TBP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TECPR2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TENM1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TGM6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
THAP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TMEM240,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TMTC3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TNR,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TOE1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TOR1A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TPI1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TRAIP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TREM2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TRMT5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TSEN15,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TSHB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TTBK2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TTF1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TUBB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TUBB2A,"Cerebral Palsy",,,,2022-11-21,,,,2023-01-05,,,,,"2022-05-11 16:03:59",
TUBGCP4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TUBGCP6,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TXN2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
TYROBP,"Cerebral Palsy",,,,,,,,,,2023-10-18,,,"2022-05-11 16:03:59",
UBB,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
UCHL1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
USP18,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
USP8,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VAC14,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VAMP1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VPS11,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VPS16,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VPS37A,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VPS53,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
VWA3B,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
WARS2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
WASHC4,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
WDR48,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
XIAP,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
XPR1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 16:03:59",
FANCB,"Hereditary Cancer GCEP","Sheng-An Yang",MONDO:0010351,2022-05-11,,,,,2022-12-30,,,2022-12-30,,"2022-05-11 17:04:04",8f2d7330-4f64-46cd-8a01-9df10bbc1f04
YME1L1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
YWHAE,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
ZFR,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
ZFYVE27,"Cerebral Palsy",,MONDO:0012448,,,,,2023-07-04,2023-02-02,,,2023-07-18,Disputed,"2022-05-11 17:21:16",fee59e53-d622-4b0f-ad94-5ca026a7cab3
ZIC1,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
ZNF335,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
ZNF592,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
ZNHIT3,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 17:21:16",
